image_name,fused_text
677.jpg,"- OCR_TEXT: LESBIAN KE SIDE ME BAITH GAYA AB ULTI AA RAHI HAI
- IMAGE_DESCRIPTION: A boy in a classroom with a whiteboard in the background, looking confused or upset.
- TARGET_GROUP: Teenagers
- INTENT: Hateful
- EXPLANATION: The text on the image appears to be in a language that is not English, and the content is offensive and inappropriate."
264.jpg,"- OCR_TEXT: ये LGBTQ वालो का रंडी रोना देख के लगता है; हम बंदर ही सही थे यार
- IMAGE_DESCRIPTION: The image shows a person smoking a cigarette while wearing a uniform, with text in Hindi and English.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a neutral representation of a person smoking a cigarette while wearing a uniform, with text in Hindi and English."
475.jpeg,"- OCR_TEXT: ""Women Cricketers"" btw😭😭😭
- IMAGE_DESCRIPTION: Four images of women cricketers, one of whom is wearing a blue shirt with white stripes.
- TARGET_GROUP: Women cricketers
- INTENT: Hateful
- EXPLANATION: The image contains derogatory language and stereotypes about women cricketers, which is inappropriate and offensive."
473.jpeg,"- OCR_TEXT: JAB BHI KOI LESBIAN LADKI DIKHTI HAI; ME : KONSI GAALI DU ?
- IMAGE_DESCRIPTION: A cartoon character, Tom, is holding a pencil and a book, with the text ""JAB BHI KOI LESBIAN LADKI DIKHTI HAI"" and ""ME : KONSI GAALI DU ?"" written on it.
- TARGET_GROUP: The image is not suitable for children due to the content about homosexuality.
- INTENT: Hateful
- EXPLANATION: The image contains a derogatory and offensive statement about homosexuality, which is not appropriate for a children's audience."
500.jpg,"- OCR_TEXT: GAY'S KI KAHANI
- IMAGE_DESCRIPTION: The image features a black and white photograph of Mahatma Gandhi with a humorous expression.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a humorous twist, featuring a famous historical figure in a comical manner."
69.jpeg,"The image appears to be a digitally altered or manipulated picture featuring a person holding a bird. The text on the image is in a language that seems to be a mix of Hindi and English, with some characters being distorted or altered. The text reads: ""HUSN KE LAAKHON RANG, KAUNSA DEKHO GAY."" The word ""GAY"" is prominently displayed in large, bold letters, suggesting it is the intended focus of the image. The background features a colorful, abstract design with green, yellow, and red hues.

The target group for this image could be considered to be a specific demographic, possibly those who are interested in the cultural or historical context of the person depicted or the language used in the text. The intent of the image seems to be to provoke thought or discussion about the person and the text, rather than being offensive or hateful.

The explanation for this image is that it is a meme or a manipulated picture designed to provoke thought or discussion, rather than being intended to be offensive or hateful."
688.jpg,"OCR_TEXT: *Sahai mai yr bina daadhi mooch ke tu chakka lagta h* Comeback- Itna hi shak kr rhi h, toh saath mai sokr dekh le
IMAGE_DESCRIPTION: The image contains a text in a language that appears to be Hindi. The text is a response to a statement made by someone, possibly a boy, about a beard.
TARGET_GROUP: The content is likely intended for a general audience, including those who speak Hindi.
INTENT: The intent of the text is to provide a response to a statement made by someone, possibly a boy, about a beard.
EXPLANATION: The text is a response to a statement made by someone, possibly a boy, about a beard. The text is in Hindi and appears to be a response to a statement made by someone."
345.jpg,"- OCR_TEXT: ek bar o gay ladka dikh jaye Saale ko bomb se uda dunga
- IMAGE_DESCRIPTION: A man is holding a yellow object, possibly a toy or a small ball, while another person is standing behind him. The text on the image is in Hindi and translates to ""buy a bar of gay male candy and eat it.""
- TARGET_GROUP: The image is not suitable for children or individuals who might be offended by the content.
- INTENT: Hateful
- EXPLANATION: The image contains offensive and inappropriate content, which is not appropriate for a wide audience."
122.jpg,"- OCR_TEXT: ""I get such comments on my fundraiser frequently. I am tired of deleting them.""
- IMAGE_DESCRIPTION: ""A person with long, dark hair wearing a floral top, standing in front of a white background.""
- TARGET_GROUP: 18+ (adults)
- INTENT: Hateful
- EXPLANATION: The image contains hateful comments about a fundraiser, which is inappropriate and offensive."
170.jpg,"- OCR_TEXT: beard nahi hai chapri saala chakka
- IMAGE_DESCRIPTION: A meme with a clown character, a man, and a drawing of a sloth with a brain for a head.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a neutral intent, featuring a clown, a man, and a drawing of a sloth with a brain for a head."
188.jpg,"- OCR_TEXT: जब कोई टांसजेंडर अधिकारों के बारे में बात करता है मुझे घण्टा फर्क न पड़ता !
- IMAGE_DESCRIPTION: A black and white photograph of a man with a cigarette in his mouth, wearing a hat and a suit.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image is a photograph of a man with a cigarette in his mouth, wearing a hat and a suit. The text in the image is in Hindi and translates to ""When someone talks about transgender rights, I don't understand."""
624.jpg,- OCR_TEXT: जब कोई टांसजेंडर होने के संघर्षों के बारे में बात करता है; मुझे घटा फर्क न पड़ता !
461.jpg,"- OCR_TEXT: ""sali hijra samjhtaru""
- IMAGE_DESCRIPTION: The image contains text in a language that is not English, which makes it difficult to understand the content. The text appears to be in a non-Latin script.
- TARGET_GROUP: The image does not contain any explicit content that would indicate a target group for content moderation.
- INTENT: The image does not contain any explicit content that would indicate a harmful or offensive intent.
- EXPLANATION: The image contains text in a non-Latin script, which makes it difficult to understand the content. The text appears to be in a language that is not English, and the image does not contain any explicit content that would indicate a harmful or offensive intent."
195.jpg,"- OCR_TEXT: JAB KOI GAY DIKH JAYE
- IMAGE_DESCRIPTION: A black and white photograph of a young child holding a telephone to their ear, with the text ""hlo mental hospital"" and ""jab koi gay dikh jaye"" written above it.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a humorous and satirical representation of a child calling a mental hospital, with the text suggesting a humorous or ironic tone."
360.jpg,"- OCR_TEXT: bhaiya ek mithaai dikhana, 500 rs kg, thoda sasta wala, 200 rs kg
- IMAGE_DESCRIPTION: The image contains four different scenes, each featuring a person in a different setting.
- TARGET_GROUP: The image does not contain any explicit content that would require content moderation.
- INTENT: Neutral
- EXPLANATION: The image is a collage of four different scenes, each featuring a person in a different setting."
660.jpg,"- OCR_TEXT: JAB KOI GAY RIGHTS PE GYAN DE
- IMAGE_DESCRIPTION: The image is a meme featuring a black and white photograph of Mohandas Karamchand Gandhi, a prominent Indian nationalist and political leader. The text on the image is in Hindi and translates to ""When you give rights to the LGBTQ community, you give them the right to be themselves.""
- TARGET_GROUP: The image is not targeted towards any specific group or demographic.
- INTENT: The intent of the image is to raise awareness about the importance of LGBTQ rights and to promote inclusivity and acceptance.
- EXPLANATION: The image is a thought-provoking meme that encourages people to recognize and respect the rights of the LGBTQ community. It highlights the importance of acknowledging and supporting the diversity within society."
386.jpg,"KUNAL CHAKKA HAI
- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (neutral)
- EXPLANATION"
194.jpg,"- OCR_TEXT: वो कहते है ना हिजड़े सिर्फ पैसे के लिए ऐसे हैं सही कहते है
- IMAGE_DESCRIPTION: The image contains text in Hindi, which is not clear and appears to be a mix of Hindi and English words.
- TARGET_GROUP: The image does not contain any explicit content that would require moderation.
- INTENT: The intent of the image is unclear, but it does not appear to be hateful or offensive.
- EXPLANATION: The image contains text in Hindi, which is not clear and appears to be a mix of Hindi and English words."
171.jpg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (hateful / offensive / neutral)
- EXPLANATION"
483.jpeg,"- OCR_TEXT: India's Supreme Court Decriminalized Gay Sex And People Are Celebrating
- IMAGE_DESCRIPTION: A woman in an orange sari is celebrating with a rainbow flag.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image depicts a joyful celebration of a landmark decision by India's Supreme Court, which decriminalized gay sex."
15.jpg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (hateful / offensive / neutral)
- EXPLANATION"
71.jpg,"- OCR_TEXT: WHEN I SEE THIS PRIDE MONTH KI BAKCHODI
- IMAGE_DESCRIPTION: A person smoking a cigarette with the text ""हम बंदर ही सही थे यार"" in the foreground.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image appears to be a meme with a neutral intent, as it is a humorous representation of a situation."
19.jpg,"- OCR_TEXT: Papa meh army join karna chata hu, Yeh toh achi baat hai beta I am proud of you, Haa papa bts army, Mere ghar ye chakka kese paida ho gya
- IMAGE_DESCRIPTION: The image contains four different memes featuring a dog character in various poses and attire.
- TARGET_GROUP: The memes are not targeted towards any specific group or demographic.
- INTENT: Neutral
- EXPLANATION: The memes are humorous and playful, and do not contain any hateful or offensive content."
10.jpg,"- OCR_TEXT: WAS BORN UGLY AF BUT TODAY A SIGNAL KA CHHAKKA CALLED ME HANDSOME CHIKNA WHICH IS NICE
- IMAGE_DESCRIPTION: A man wearing a camouflage hat is shown with a distressed expression, with text overlaid on his face.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image appears to be a meme with a humorous tone, showing a man with a distressed expression and text overlaid on his face. The text is not intended to be offensive or hateful."
351.jpg,"- OCR_TEXT: INDIAN PARENTS JAB LADKI KAHE I'M LESBIAN
- IMAGE_DESCRIPTION: A meme with a person kneeling in front of a bed, with text above and below the image.
- TARGET_GROUP: The image is not targeted at any specific group.
- INTENT: The intent of the image is to be humorous and satirical, not hateful or offensive.
- EXPLANATION: The image is a meme that uses humor to make a statement about Indian parents and their reactions to their children's sexual orientation."
285.jpg,"- OCR_TEXT: Tauba Tauba Tauba... Sara mood kharab kar diya
- IMAGE_DESCRIPTION: A man in a light-colored shirt is seated in front of a microphone, speaking. The text on the image is in Hindi and translates to ""Tauba Tauba Tauba... Sara mood kharab kar diya.""
- TARGET_GROUP: The image does not contain any explicit or offensive content.
- INTENT: Neutral
- EXPLANATION: The image is a simple representation of a man speaking into a microphone, with no explicit or offensive content."
756.jpg,"- OCR_TEXT: WHEN A SOMEONE SPEAKS ABOUT LGBTQ RIGHTS
- IMAGE_DESCRIPTION: A black and white image of a man with a beard and glasses, holding a cigarette in his hand. The text in the image is in both English and Hindi.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme that humorously compares the attention given to LGBTQ rights to the attention given to Gandhi's views on non-violent resistance."
430.jpeg,"- OCR_TEXT: JAB KOI LESBIAN LADKI DIKH JAYE
- IMAGE_DESCRIPTION: A meme with a cartoon character of a man and a boy, with text in Hindi.
- TARGET_GROUP: The image is not suitable for any target group.
- INTENT: Hateful
- EXPLANATION: The text in the image is in Hindi and contains offensive language."
701.jpg,"- OCR_TEXT: Chakka No.7
- IMAGE_DESCRIPTION: A person wearing a yellow jersey with Gulf and Eurogran logos, adorned with a crown and red lipstick.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image depicts a person in a sports jersey with logos, wearing a crown and red lipstick, which is a neutral and non-offensive subject."
543.jpg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (hateful / offensive / neutral)
- EXPLANATION"
715.jpg,MERE UPAR JISKA MESSAGE HAI WOH KINNAR HAI
127.jpg,"- OCR_TEXT: छक्कों की कहानी
- IMAGE_DESCRIPTION: The image features a black and white photograph of Mahatma Gandhi with a humorous expression.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a humorous representation of Mahatma Gandhi's famous quote, ""The truth is not in the loud, but in the quiet."" The image is intended to be light-hearted and not intended to be offensive or hateful."
16.jpeg,"- OCR_TEXT: HE IS A SWEET BOY WOH EK MEETHA LADKA HAI
- IMAGE_DESCRIPTION: The image contains two separate sections, each with a different message. The top section says ""HE IS A SWEET BOY WOH EK MEETHA LADKA HAI,"" which translates to ""He is a sweet boy, and he has a sweet heart."" The bottom section says ""WOH EK MEETHA LADKA HAI,"" which translates to ""He has a sweet heart, and he is a sweet boy."" The text appears to be a mix of positive and neutral statements, with a focus on the positive qualities of the person being referred to.
- TARGET_GROUP: The image does not contain any explicit or offensive content. It is a mix of positive and neutral statements about a person.
- INTENT: The intent of the image is to be neutral and positive, as it highlights the positive qualities of the person being referred to.
- EXPLANATION: The image is a mix of positive and neutral statements about a person, with a focus on the positive qualities of the person being referred to. The text is not explicit or offensive, and the intent is to be neutral and positive."
317.jpg,"- OCR_TEXT: INDIAN PARENTS JAB LADKA KAHE I'M GAY
- IMAGE_DESCRIPTION: A meme with text in Hindi and English, humorously depicting a situation where Indian parents might think their child is gay if they are seen doing something unusual or unusual.
- TARGET_GROUP: The image is not targeted at any specific group.
- INTENT: The intent of the image is to be humorous and light-hearted, not hateful or offensive.
- EXPLANATION: The image is a meme that is intended to be funny and not intended to be offensive or harmful."
22.jpg,"- OCR_TEXT: INDIA KI LESBIAN LADKIYA
- IMAGE_DESCRIPTION: A dog with a caption in Hindi that translates to ""India's lesbian lady"" and ""this is a joke.""
- TARGET_GROUP: Neutral
- INTENT: Hateful
- EXPLANATION: The image contains a derogatory and offensive phrase in Hindi, which is not appropriate for a platform that aims to promote inclusivity and respect."
302.jpg,"- OCR_TEXT: INDIA KE CHAKKE AJIB BAWLIGAAND HAI
- IMAGE_DESCRIPTION: A dog is looking at the camera with a neutral expression.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a neutral representation of a dog with text, and there is no indication of any hateful or offensive content."
357.jpg,"- OCR_TEXT: HAYE MERA MANU MEETHA
- IMAGE_DESCRIPTION: A person wearing a yellow suit is peeking out from behind a tree, with the text ""HAYE MERA MANU MEETHA"" written on the image.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a humorous and light-hearted tone, featuring a person in a yellow suit and the text ""HAYE MERA MANU MEETHA."""
400.jpg,"- OCR_TEXT: Mere dost ko beard nahi aati Kyuki wo chakka hai my Lord
- IMAGE_DESCRIPTION: The image shows two scenes from a movie. In the top scene, a man is making a threatening gesture with his finger pointing upwards. In the bottom scene, another man is dressed in a legal robe and is addressing a crowd.
- TARGET_GROUP: The image does not contain any targeted groups.
- INTENT: The image is neutral and does not contain any hateful or offensive content.
- EXPLANATION: The image is a meme that humorously depicts a scene from a movie where a character is making a threatening gesture. The bottom scene shows another character dressed in a legal robe addressing a crowd."
79.jpg,"THE FACE YOU MAKE JAB ROOM ME GAY ENTER KARE
- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (hateful / offensive / neutral)
- EXPLANATION"
646.jpg,"- OCR_TEXT: ME TO MY GAY FRIEND, AAP KAUN BEHANJI?
- IMAGE_DESCRIPTION: A man with a red bindi on his forehead is asking, ""Aap kaun Behanji?""
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a question asking the person to identify themselves, which is a common practice in certain cultures."
151.jpg,"- OCR_TEXT: tum gay ho...
- IMAGE_DESCRIPTION: The image shows a meme featuring a man with a beard, wearing a sweater, and the text ""tum gay ho... Keh diya na. Bas, keh diya."" in the background.
- TARGET_GROUP: The image is not suitable for children or individuals with cognitive disabilities due to the use of profanity.
- INTENT: Offensive
- EXPLANATION: The image contains offensive language, which is inappropriate for a wide audience."
174.jpg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (hateful / offensive / neutral)
- EXPLANATION"
662.jpg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (hateful / offensive / neutral)
- EXPLANATION"
735.jpg,"- OCR_TEXT: ""Agar China ko sabak sikhna hai to Tik tok uninstall kar do, jis se China ko Arbon ka fayda hota hai""
- IMAGE_DESCRIPTION: The image contains a text in Hindi that appears to be a meme or a statement. The text is in a language that is not English, and it seems to be a statement about TikTok and China.
- TARGET_GROUP: The image does not contain any explicit content that would require content moderation.
- INTENT: The intent of the image is to make a statement about TikTok and China, and it is not hateful or offensive."
307.jpeg,"- OCR_TEXT: WHEN I SEE A GAY GUY : Tauba Tauba Tauba... Sara mood kharab kar diya
- IMAGE_DESCRIPTION: A man in a traditional outfit is speaking, with text overlay.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a neutral intent, as it is a humorous representation of a phrase."
517.jpeg,"- OCR_TEXT: Jab koi ladki bolti hai - Im a Lesbian
- IMAGE_DESCRIPTION: A meme featuring two men in a crowd, with one man saying ""Asleel Hai Ye Ladki.."" and the other man looking confused.
- TARGET_GROUP: The image is not suitable for children or individuals with mental health issues due to its offensive content.
- INTENT: Hateful
- EXPLANATION: The meme is offensive and inappropriate, as it promotes discrimination and stereotypes about gender and sexuality."
774.jpg,"The image contains text in a language that appears to be Hindi. The text is in a format that suggests it is from a social media platform. The text is in a language that is not English, and it is not clear what the content is about. Therefore, it is not possible to determine the intent or the nature of the content."
107.jpg,"- OCR_TEXT: Faisu beta wheat ko hindi mey kya kehte hai?? (गेहूं) Gay Hoon
- IMAGE_DESCRIPTION: A meme comparing the intelligence of a man to that of a wheat kernel.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The meme is a light-hearted comparison between the intelligence of a man and a wheat kernel, with the text in Hindi."
576.jpg,"- OCR_TEXT: JAB KOI HIJADA DIKHE beta inse na hi milo tou behtar hai
- IMAGE_DESCRIPTION: A cartoon image of an older man and a younger boy, with the older man pointing at the younger boy and saying something in Hindi.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a humorous cartoon with no explicit content that could be considered hateful or offensive."
522.jpg,"- OCR_TEXT: जब कोई समलैंगिक अधिकारों के बारे में बात करता है
- IMAGE_DESCRIPTION: A black and white photograph of a man with a white hat and mustache, holding a pipe.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image is a neutral representation of a historical figure, with no explicit content that would indicate a hateful or offensive intent."
638.jpg,"- OCR_TEXT: ""Desi chakke, Videshi CHAKKE""
- IMAGE_DESCRIPTION: The image shows a group of men posing together, with one person in the center wearing a white shirt with a crown on it. The text above the image reads ""Desi chakke"" and ""Videshi CHAKKE,"" which translates to ""Desi people"" and ""Vidheshi people"" in English.
- TARGET_GROUP: The image is likely intended for a general audience, as it does not contain any explicit or offensive content.
- INTENT: The intent of the image is to promote a sense of unity and camaraderie among the group of men, as well as to celebrate their shared identity as ""Desi people"" and ""Videshi people.""
- EXPLANATION: The image is a positive and inclusive representation of a group of men, and does not contain any harmful or offensive content."
663.jpg,"- OCR_TEXT: ""Kinnar Joy""
- IMAGE_DESCRIPTION: ""A person wearing a saree with a Kinder Joy chocolate wrapper over their face, with the text 'Kinnar Joy' overlaid.""
- TARGET_GROUP: ""neutral""
- INTENT: ""neutral""
- EXPLANATION: The image is a humorous and playful meme, with no explicit content that would require content moderation."
544.jpg,"- OCR_TEXT: In jese madarchodo ke karan Hi desh gulam hua tha
- IMAGE_DESCRIPTION: The image shows a person holding a flag with the Indian tricolor, and a black and white photograph of Mohandas Karamchand Gandhi is displayed on the right side.
- TARGET_GROUP: The image is not targeted towards any specific group.
- INTENT: The intent of the image is to create a humorous or satirical comment about the Indian flag and Gandhi, rather than promoting any hateful or offensive content.
- EXPLANATION: The image is a meme that plays on the cultural significance of the Indian flag and the photograph of Gandhi, with the text ""In jese madarchodo ke karan Hi desh gulam hua tha"" which translates to ""In this madarchodo, you can see the Indian flag and Gandhi's face."" The image is intended to be humorous and not intended to promote any hateful or offensive content."
85.jpg,"- OCR_TEXT: ""बेरोजगार लड़के बन रहे किन्नर 'प्रदेश में 185000 जनसंख्या हुए रिकवर'""
- IMAGE_DESCRIPTION: A news broadcast with a blue circle highlighting a specific segment.
- TARGET_GROUP: The target group for this image is not specified.
- INTENT: The intent of the image is to draw attention to a specific segment of the news broadcast.
- EXPLANATION: The image is a screenshot of a news broadcast with a focus on a particular segment, possibly highlighting a controversial or sensitive topic."
573.jpg,"- OCR_TEXT: जब कोई समलैंगिक दिख जाए
- IMAGE_DESCRIPTION: A meme with a man in a traditional Indian attire holding a bow and arrows, with a text in Marathi.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The image is a meme with a text in Marathi, which is a language spoken in India. The text is not harmful or offensive, and the image itself is not intended to cause any harm."
169.jpg,"- OCR_TEXT: ""LE WILD EUNUCH COMES OUTTA NOWHERE, NANA PATEKAR BE LIKE LOOK AT ME I'M THE HIJDA NOW""
- IMAGE_DESCRIPTION: ""A woman in traditional Indian attire is speaking, while a man in a black shirt is looking at her. The text overlay says, 'Le Wild Eunuch Comes Outta Nowhere, Nana Patekar Be Like Look At Me I'm The Hijda Now.'""
- TARGET_GROUP: The image is likely intended for a general audience, so there is no specific target group.
- INTENT: The intent of the image is to be humorous and light-hearted, with no explicit hateful or offensive content.
- EXPLANATION: The image is a meme that plays on the idea of a woman in traditional Indian attire being mistaken for a hijab-wearing woman, with the text overlay adding a humorous twist."
630.jpg,"- OCR_TEXT: जब मैं इनने सारे सम्लैंगिक लड़कों को देखता हूँ तो सोचता हूँ; हम बंदर ही सही थे यार
- IMAGE_DESCRIPTION: The image shows a person smoking a cigarette while wearing a uniform, with text in Hindi.
- TARGET_GROUP: The image is not suitable for any target group.
- INTENT: The intent of the image is to promote smoking and may be considered offensive or harmful to some individuals.
- EXPLANATION: The image promotes smoking and may be considered harmful to some individuals."
555.jpg,"- OCR_TEXT: ""Chhakka Lite Chhakka Pro Chhakka Pro Max Extra Meetha Version""
- IMAGE_DESCRIPTION: ""Three versions of a meme featuring a person with glasses and a mustache, with text that appears to be a mix of different versions of the phrase 'Chhakka Lite' and 'Chhakka Pro Max Extra Meetha Version'.""
- TARGET_GROUP: ""neutral""
- INTENT: neutral
- EXPLANATION: The image contains a meme with text that appears to be a mix of different versions of the phrase 'Chhakka Lite' and 'Chhakka Pro Max Extra Meetha Version', which is not harmful or offensive."
777.jpg,"- OCR_TEXT: In the event of war between India's Gay & Pakistan's Gay, it will be Pakistan's Gay who will bend.
- IMAGE_DESCRIPTION: A tweet with a picture of a person wearing a fur coat and a pink top.
- TARGET_GROUP: Neutral
- INTENT: Neutral
- EXPLANATION: The tweet is a statement about the potential impact of a war between India and Pakistan on the gay community, without any explicit hateful or offensive content."
404.jpg,"- OCR_TEXT: ""Koi H jda hi hoga jo dosto se paise udhar leta hoga""
- IMAGE_DESCRIPTION: ""A man in a white dress is dancing in a green field with mountains in the background.""
- TARGET_GROUP: None
- INTENT: Neutral
- EXPLANATION: The image is a meme with a humorous message, and there is no indication of any harmful or offensive content."
653.jpg,"- OCR_TEXT
- IMAGE_DESCRIPTION
- TARGET_GROUP (if any)
- INTENT (hateful / offensive / neutral)
- EXPLANATION"
716.jpg,"- OCR_TEXT: Boys weakness
- IMAGE_DESCRIPTION: Two images of a woman in a black top and white pants, one with her hands on her face and the other with her hands on her hips.
- TARGET_GROUP: 18+ (adults)
- INTENT: Hateful
- EXPLANATION: The image contains a derogatory and offensive comment about boys' weakness, which is inappropriate and harmful."
727.jpg,"- OCR_TEXT: HIJDA HIJDA PRO MAX
- IMAGE_DESCRIPTION: The image shows two pictures side by side. The top picture is of a woman in traditional attire, and the bottom picture is of a woman with blue hair and glasses.
- TARGET_GROUP: The image is not targeted towards any specific group.
- INTENT: The intent of the image is to be humorous and satirical, as it humorously compares the traditional attire of the woman in the top picture to the modern attire of the woman in the bottom picture.
- EXPLANATION: The image is a meme that plays on the contrast between traditional and modern fashion, with the woman in the top picture representing traditional attire and the woman in the bottom picture representing modern fashion."
306.jpg,"- OCR_TEXT: ""Ye Koi Randikhana Hai?!""
- IMAGE_DESCRIPTION: ""A group of people in colorful sarees are celebrating, while a man in a suit is speaking into a microphone.""
- TARGET_GROUP: ""Adults""
- INTENT: Neutral
- EXPLANATION: The image depicts a group of people in colorful sarees celebrating, and a man in a suit is speaking into a microphone. There is no indication of any hateful or offensive content in the image."
251.jpg,"- OCR_TEXT: इन्ही चूतियो के कारण देश बर्बाद हो रहा है
- IMAGE_DESCRIPTION: The image shows a group of people in colorful clothing, some holding colorful fans, while a man in a suit is raising his hand in a gesture that suggests he is shouting or expressing anger.
- TARGET_GROUP: The image is likely intended for a neutral or educational purpose, as it does not contain any explicit or offensive content.
- INTENT: Neutral
- EXPLANATION: The image is a meme that humorously depicts a group of people in colorful clothing, possibly in a parade or celebration, while a man in a suit raises his hand in a gesture that suggests he is shouting or expressing anger. The text at the bottom of the image is in Hindi and translates to ""Their actions have caused the country to be in a state of chaos."" This is likely intended to be a humorous or satirical commentary on a specific event or situation."
575.jpg,"- OCR_TEXT: WHEN SOMEONE SAYS I SUPPORT LGBTQ; MAAR; DENGE; TUJHE
- IMAGE_DESCRIPTION: A meme with a man pointing a gun at the viewer, with text below it saying ""MAAR DENGE TUJHE.""
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a humorous tone, and there is no indication of any hateful or offensive content."
275.jpg,"- OCR_TEXT: Every class has a...
- IMAGE_DESCRIPTION: The image lists various stereotypes associated with different classes in India.
- TARGET_GROUP: The image is not targeted at any specific group.
- INTENT: The image is not intended to be offensive or hateful.
- EXPLANATION: The image is a humorous take on stereotypes associated with different classes in India, intended to be light-hearted and not intended to be offensive."
510.jpg,"- OCR_TEXT: ""Vinay Jaisia""
- IMAGE_DESCRIPTION: ""A meme featuring Vinay Jaisia, a popular Indian actor, with a humorous message about a school teacher's reaction to a student's sexual orientation.""
- TARGET_GROUP: ""Adults""
- INTENT: Neutral
- EXPLANATION: The image is a humorous meme that does not contain any hateful or offensive content. It is a light-hearted and entertaining piece of art."
668.jpeg,"- OCR_TEXT: ""mujhe meetha chahiye, aur meetha itna bhi nhi bc""
- IMAGE_DESCRIPTION: The image contains text in Hindi, which translates to ""I will eat sugar, and sugar will not eat me.""
- TARGET_GROUP: The text is in a language that is not English, so it is not suitable for a general audience.
- INTENT: Offensive
- EXPLANATION: The text is offensive and inappropriate for a general audience."
30.jpg,"- OCR_TEXT: JAB KOI LESBIAN DIKH JAYE
- IMAGE_DESCRIPTION: A black and white image of a young child holding a telephone to their ear, with the text ""hlo mental hospital"" in the background.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme that humorously depicts a child holding a telephone to their ear, with the text ""hlo mental hospital"" in the background. The intent is to be humorous and not to promote any harmful or offensive content."
102.jpg,"- OCR_TEXT: Papa meh army join karna chata hu, Yeh toh achi baat hai beta I am proud of you, Haa papa bts army, Mere ghar ye chakka kese paida ho gya
- IMAGE_DESCRIPTION: The image contains four different memes featuring a dog character in various poses and attire.
- TARGET_GROUP: The memes are not targeted towards any specific group or demographic.
- INTENT: Neutral
- EXPLANATION: The memes are humorous and playful, and do not contain any hateful or offensive content."
377.jpg,"- OCR_TEXT: ""www.jokesking.in 'GayHoon' HUMETOPEHLESEPATAHA Kejriwal trolled 😂😂😂""
- IMAGE_DESCRIPTION: The image contains a meme with a reference to Indian Prime Minister Narendra Modi and a joke about Kejriwal.
- TARGET_GROUP: The image is not targeted towards any specific group.
- INTENT: The intent of the image is to be humorous and satirical, as indicated by the use of the word ""trolled"" and the tone of the text.
- EXPLANATION: The image is a meme that is likely intended to be funny and critical of Kejriwal, who is a prominent Indian politician. The use of the word ""trolled"" suggests that the meme is meant to be humorous and satirical."
751.jpg,"- OCR_TEXT: KYA TUM MANTALLY CHALLENGED HO MY BWOY? ZINDAI NA MILEDI DORARA
- IMAGE_DESCRIPTION: A meme with a man wearing sunglasses and a white shirt, with text in the background.
- TARGET_GROUP: neutral
- INTENT: neutral
- EXPLANATION: The image is a meme with a humorous tone, and there is no indication of any hateful or offensive content."
664.jpg,"- OCR_TEXT: WHEN SOMEONE SAYS TRANGENDERS KO EQUAL RIGHTS MILNE CHAHIYE
- IMAGE_DESCRIPTION: A meme with a person pointing a gun at the text ""MAAR DENGE TUJHE"" which translates to ""But you are the one who is dangerous"" in English.
- TARGET_GROUP: The image is not suitable for use on platforms that promote violence or hate speech.
- INTENT: Hateful
- EXPLANATION: The image contains a threatening message that promotes violence and hate towards transgender individuals. It is inappropriate and should not be shared on platforms that promote such content."
